standard_form,dialect_form
식이 요법이 바뀌었고,식이 요법이 바꼈고
나한테 뭐 맞는 게 하나씩은,내한테 뭐 맞는 게 하나씩은
뭐 누가 이거는 좋다 하더라 저게 좋다 하더라 해도,뭐 누가 이거는 좋다 카더라 저게 좋다 카더라 해도
역시 나한테 어 맞는 게 최고고,역시 내한테 어 맞는 게 최고고
잘 나한테는 안 맞고 안 빠지고 그리고 누구는,잘 내한테는 안 맞고 안 빠지고 그리고 누구는
그런 이제 격한 거는 못 하겠고 그리고,그런 이제 격한 거는 못 하겠고 그러고
층간소음이 심하잖아요 그 홈트는 집에서 뛰어야 되는데,층간소음이 심하잖아요 그 홈트는 집에서 뛰야 되는데
밖에서 이렇게 유튜브를 보고 사정없이 뛸라 하니까 그거는 못 하겠고 부끄러워서,밖에서 이렇게 유튜브를 보고 쌔리 뛸라 하니까 그거는 못 하겠고 부끄러워서
이렇게 할라니까는 층간소음 때문에 못 하겠고,이렇게 할라니까는 층간소음 땜에 못 하겠고
내가 몸이 조금 크다 보니까 이 점핑대 쿵쿵거리는 소리가 더 심하게 났던 거예요 밑에 집에서 그래서 이제 항의하고 이래 가지고 그냥 포기해 버리고,내가 몸이 쫌 크다 보니까 이 점핑대 쿵쿵거리는 소리가 더 심하게 났던 거예요 밑에 집에서 그래서 이제 항의하고 이래 가지고 그냥 포기해 뿌꼬
그리고 그냥 지금은,그러고 그냥 지금은
걷는 거 그거 조금 하고 있고 애기들하고 산책 나가고 그리고,걷는 거 그거 쫌 하고 있고 애기들하고 산책 나가고 그러고
그러니까 그런 식으로 하고 있어요 그런 식으로 하다 보니까,그까 그런 식으로 하고 있어요 그런 식으로 하다 보니까
한번 따라는 해 봤는데 그 그것도 저한텐 조금 안 맞더라고요 그래서 그냥,한번 따라는 해 봤는데 그 그것도 저한텐 쫌 안 맞더라고요 그래서 그냥
그냥 녹즙 같은 거 해독 주스 뭐 토마토나 사과나 뭐 과일 같은 거 조금,그냥 녹즙 같은 거 해독 주스 뭐 토마토나 사과나 뭐 과일 같은 거 쫌
라고 채소들  그냥 건강 주스인지 해독 주스인지 약간 그런 비스름한,라고 채소들  그냥 건강 주스인지 해독 주스인지 약간 그런 비스무리한
응 그래서 저는 그냥 먹고 조금 그냥,응 그래서 저는 그냥 먹고 쫌 그냥
또 숙변이 빠지니깐 배도 조금 들어가는 거 같고 그래서,또 숙변이 빠지니깐 배도 쫌 들어가는 거 같고 그래서
그 연예인들 보면은 조금 뚱뚱했던 연예인들 확 빠져서 나오잖아요  그거,그 연예인들 보면은 쫌 뚱뚱했던 연예인들 확 빠져서 나오잖아요  그거
그리고 막 응,그러고 막 응
너무 시어서 나는 절대 못 먹어요 레몬 생각만 해도 침이 고이고,너무 쌔그러워서 나는 절대 못 먹어요 레몬 생각만 해도 침이 고이고
너무 어 셔서 절대 못 해요 그리고 위도 안 좋고 그 이 다이어트를 할려고 하니까,너무 어 쌔그러워서 절대 못 해요 그러고 위도 안 좋고 그 이 다이어트를 할려고 하니까
위장이 조금 안 좋다보니깐,위장이 쫌 안 좋다보니깐
그런 신 것 때문에 먹지도 못하겠고,그런 쌔그러운 것 때문에 먹지도 못하겠고
해독 주스 먹으면 피부가 좋아진다고는 하더라고요 근데 이제 여 역시 마스크를 쓰니까,해독 주스 먹으면 피부가 좋아진다고는 하더라고요 근데 인자 여 역시 마스크를 쓰니까
이 운동하기도 조금 힘들고 이 시국이 이래서,이 운동하기도 쫌 힘들고 이 시국이 이래서
너무 조금 많이 힘든 거 같애요 그 다이어트는,너무 쫌 많이 힘든 거 같애요 그 다이어트는
살이 많이 빠진 게 저도 느껴져요 그러니까,살이 많이 빠진 게 저도 느껴져요 그니까
조금 부풀려 줘야지만 이 화가 가라앉고 그렇지 않으면은,쫌 부풀려 줘야지만 이 화가 까라앉고 그렇지 않으면은
우리가 친구가 된 지 조금 오래되다 보니까 서로 성격을 너무 잘 알고 있잖아,우리가 친구가 된 지 쫌 오래되다 보니까 서로 성격을 너무 잘 알고 있잖아
근데 최근에 조금 유행하는 게 있잖아 엠비티아이 성격 유형 검사라고,근데 최근에 쫌 유행하는 게 있잖아 엠비티아이 성격 유형 검사라고
우리 정신 간호 교수님께서 조금,우리 정신 간호 교수님께서 쫌
근데 나는 대학생 때랑 성격이 조금 바뀌었는지 엠비티아이가 달라졌거든,근데 나는 대학생 때랑 성격이 쫌 바뀌었는지 엠비티아이가 달라졌거든
이에스티피 그게 나왔었는데 그때 또 우리 과가 사람이 많은데 그게 나 혼자 나왔었어,이에스티피 그게 나왔었는데 그때 또 우리 과가 사람이 많은데 그게 내 혼자 나왔었어
근데 그 성격에 대한 특성을 보면 이게 더 나랑 맞는 거 같고,근데 그 성격에 대한 특성을 보면 이게 더 내랑 맞는 거 같고
이게 조금 남한테 내 속마음을 잘 얘기 안 하고 뭐,이게 쫌 남한테 내 속마음을 잘 얘기 안 하고 뭐
얘기하고 싶지 않아 하는 난 이게 제일 내 성격이 조금 맞는 거 같고,얘기하고 싶지 않아 하는 난 이게 제일 내 성격이 쫌 맞는 거 같고
어 너는 요즘 엠비티아이 유행하는데 그거 검사 한 번 해 봤어?,어 니는 요즘 엠비티아이 유행하는데 그거 검사 한 번 해 봤나?
상관도 없는데 엠비티아이 얘기하는 그런 건 조금 약간,상관도 없는데 엠비티아이 얘기하는 그런 건 쫌 약간
조금 뭐 완전 허무맹랑한 소리는 아니라고 생각하거든 근데 나는,쫌 뭐 완전 허무맹랑한 소리는 아니라고 생각하거든 근데 나는
번갈아서 나왔어 그래서 그게 약간 뭐라고 하지?,번갈아서 나왔어 그래서 그게 약간 뭐라카지?
조금 조금 이게 뭔가 활발하긴 한데 약간,쫌 쫌 이게 뭔가 활발하긴 한데 약간
옛날엔 조금 밝았어 가지고 그렇게 생각했는데,옛날엔 쫌 밝았어 가지고 그렇게 생각했는데
나한테는 관대하면서 남한테는 약간 엄격한 그런 유형이란 말이야,내한테는 관대하면서 남한테는 약간 엄격한 그런 유형이란 말이야
너무 그러니까 내가 스스 스스로 내 자신한테 약간 문제라고 생각했던 점들이,너무 근까 내가 스스 스스로 내 자신한테 약간 문제라고 생각했던 점들이
뭔가 너무 조금 냉정하다고 느껴질 수도 있는데 약간,뭔가 너무 쫌 냉정하다고 느껴질 수도 있는데 약간
별로 동정심 같은 것도 솔직히 평소에 잘 못 느낀단 말이야 뭐 자기가 못 한 거지 누가 못 하라 그랬나 이런 생각을 하기 때문에,별로 동정심 같은 것도 솔직히 평소에 잘 못 느낀단 말이야 뭐 지가 못 한 거지 누가 못 하라 켔나 이런 생각을 하기 때문에
그게 아니란 걸 알아 가지고 조금 내가 이제 바꿔 갈라고 노력하고 있는데,그게 아니란 걸 알아 가지고 쫌 내가 이제 바꿔 갈라고 노력하고 있는데
얼마 전에 얘기했지만 집  집에서랑 밖에서랑 좀 달라 갖고 밖에서는 근데 그냥 말도 조금 많고,얼마 전에 얘기했지만 집  집에서랑 밖에서랑 좀 달라 갖고 밖에서는 근데 그냥 말도 쫌 많고
그냥 사회생활 어떻게 뭐 잘해 나갈라 그러는데 집에선 내가 말이 진짜 별로 없단 말이야 막 엄청 없는 건 아닌데,그냥 사회생활 어떻게 뭐 잘해 나갈라 카는데 집에선 내가 말이 진짜 별로 없단 말이야 막 엄청 없는 건 아닌데
밖에서 그러니까 정말 많은 거에 비해서는 집에서는 진짜 별로 없어 그래서 약간,밖에서 그까 정말 많은 거에 비해서는 집에서는 진짜 별로 없어 그래서 약간
그래 가지고 약간 무뚝뚝한 편이라 가지고 밖에서랑은 조금 많이 다르고,그래 가지고 약간 무뚝뚝한 편이라 가지고 밖에서랑은 쫌 많이 다르고
아 네가 밖에선 이렇게 밝은지 몰랐다 그러면서,아 니가 밖에선 이렇게 밝은지 몰랐다 카면서
뭐가 진짜 나인가 생각을 해 봤을 때 이것도 진짜 나고 결국엔 저것도 진짜 나고 뭐 사람이 한 모습만 있는 건 아니잖아,뭐가 진짜 낸가 생각을 해 봤을 때 이것도 진짜 내고 결국엔 저것도 진짜 내고 뭐 사람이 한 모습만 있는 건 아니잖아
옛날에는 이렇지 않았는데 요즘 나 점점 요새 나이 들고 조금 약간 뭔가 인생에서 힘든 일 겪 여러 번 겪고 하니까,옛날에는 이렇지 않았는데 요즘 나 점점 요새 나이 들고 쫌 약간 뭔가 인생에서 힘든 일 겪 여러 번 겪고 하니까
뭐라고 하지 생각만 해도 짜증이 난다 그래야 되나?,뭐라카지 생각만 해도 짜증이 난다 케야 되나?
남이 나한테 싫은 소리 하는 것도 약간 못 견디는 거 같고 음 나는 그런 내 자신의 그런 부분들을 조금 고치고 싶은데,남이 나한테 싫은 소리 하는 것도 약간 못 견디는 거 같고 음 나는 그런 내 자신의 그런 부분들을 쫌 고치고 싶은데
혹시 너도 너 자신 성격 중에 뭐 고치고 싶은 부분 있나?,혹시 니도 니 자신 성격 중에 뭐 고치고 싶은 부분 있나?
근데 나도 뭐 다혈질이라고 하면 뭐 화를 많이 낸다고 그러지만,근데 나도 뭐 다혈질이라고 하면 뭐 화를 많이 낸다고 카지만
화내는 것도 화내는 건데 조금 짜증이 많아 가지고 특히,화내는 것도 화내는 건데 쫌 짜증이 많아 가지고 특히
짜증은 조금 편한 사람들한테 많이 내잖아,짜증은 쫌 편한 사람들한테 많이 내잖아
그냥 제일 자주 보는 가족들한테 조금 짜증을 많이 내기도 하고 또 우리,그냥 제일 자주 보는 가족들한테 쫌 짜증을 많이 내기도 하고 또 우리
아빠들이 성격이 조금 비슷하잖아 근데 아빠가,아빠들이 성격이 쫌 비슷하잖아 근데 아빠가
조금 화가 많고 그러니까 그걸 보고 큰 우리도 조금,쫌 화가 많고 그러니까 그걸 보고 큰 우리도 쫌
그리고 나는 너랑 진짜 정반대라서 신기한 게,그리고 나는 니랑 진짜 정반대라서 신기한 게
아이에스에프피고 네가 이엔티제이?,아이에스에프피고 니가 이엔티제이?
뭐 잘 생각 안 나면 나랑 정반대라고 생각하면 되니까 외우기가 쉬운데,뭐 잘 생각 안 나면 내랑 정반대라고 생각하면 되니까 외우기가 쉬운데
어 너는 밖에서 이제 말 많고 활발하고 집에 가서 별로,어 니는 밖에서 이제 말 많고 활발하고 집에 가서 별로
그렇게 나대는 거 조금 싫어하고 하는데 집에서는,그렇게 나대는 거 쫌 싫어하고 하는데 집에서는
조금 우리 가족 분위기가 항상 모여서 좀 떠들고 이러다 보니까,쫌 우리 가족 분위기가 항상 모여서 좀 떠들고 이러다 보니까
뭐 너한테 듣기로는 동생이 약간,뭐 니한테 듣기로는 동생이 약간
애교 많은 막내 그런 역할이라고 하는데 내가 조금 그런,애교 많은 막내 그런 역할이라고 하는데 내가 쫌 그런
좀 밝게 하고 다른 친구들이 보면 조금 놀랠 정도로 그러고,좀 밝게 하고 다른 친구들이 보면 쫌 놀랠 정도로 그러고
내가 아빠의 성격을 조금 닮았다고 한 번씩 나한테 뭐라고 할 때가 있는데,내가 아빠의 성격을 쫌 닮았다고 한 번씩 나한테 뭐라고 할 때가 있는데
절 내가 아무리 조금 짜증이 많고 화가 많아도 아빠 성격까진 절대 아닌 거 같은데,절 내가 아무리 쫌 짜증이 많고 화가 많아도 아빠 성격까진 절대 아닌 거 같은데
이제 조금 덜 그래야지라는 생각을 맨날 하고,이제 쫌 덜 그래야지라는 생각을 맨날 하고
친구들 상대에 내가 대하는 상대에 따라서 성격이 조금 바뀌는 게 있는 거 같애서,친구들 상대에 내가 대하는 상대에 따라서 성격이 쫌 바뀌는 게 있는 거 같애서
뭐 이렇고 뭐 너희랑 단체로 볼 때는 또 막 저렇고 이런 식으로 조금 바뀌기도 했고,뭐 이렇고 뭐 너희랑 단체로 볼 때는 또 막 저렇고 이런 식으로 쫌 바뀌기도 했고
어릴 때부터도 계속 조금 성격이 바뀌어 왔어서 또 앞으로,어릴 때부터도 계속 쫌 성격이 바뀌어 왔어서 또 앞으로
지금보다 더 말 없고 소심하고 조금 그랬어서 차라리 그건 좀,지금보다 더 말 없고 소심하고 쫌 그랬어서 차라리 그건 좀
너는 너 성격에 대해서 뭐 뭘 제일 바꾸고 싶어 아니면은,니는 니 성격에 대해서 뭐 뭘 제일 바꾸고 싶어 아니면은
조금 너도 살면서 바뀐 점이 있는지 그런 것 좀 말해줘,쫌 니도 살면서 바뀐 점이 있는지 그런 것 좀 말해줘
조금 더 밝았고,쫌 더 밝았고
좋지만 피곤한 것도 있었단 말이야 집에 가면 가끔 아 조금 피곤하다 이런 생각을 할 때가 있었는데,좋지만 피곤한 것도 있었단 말이야 집에 가면 가끔 아 쫌 피곤하다 이런 생각을 할 때가 있었는데
이젠 나이가 들면서 좀 성격이 바뀌어 갖고 그 피곤한 거를 숨기지 않고,이젠 나이가 들면서 좀 성격이 바껴 갖고 그 피곤한 거를 숨기지 않고
그냥 좋게 말하면 그렇게 얘기하는 거고 나쁘게 말하면 성격이 좀 더러워졌단 말이야 그래서,그냥 좋게 말하면 그렇게 얘기하는 거고 나쁘게 말하면 성격이 좀 더러워졌단 말이야 케서
옛날에는 내가 말하기 싫어도 그냥 분위기 좀 풀라고 막 억지로 말하고 이렇게 했었는데 이제는 내가 말하기 싫으면,옛날에는 내가 말하기 싫어도 그냥 분위기 좀 풀라고 막 억지로 말하고 이케 했었는데 이제는 내가 말하기 싫으면
지금도 근데 아직 그건 조금 남아있긴 한데 그래도 요새는 그냥 하기 싫으면 안 하고 그런단 말이야,지금도 근데 아직 그건 쫌 남아있긴 한데 그래도 요새는 그냥 하기 싫으면 안 하고 그런단 말이야
많이 조금 얌전해지고 그랬다 해야 되나 아 그런데 근데,많이 쫌 얌전해지고 그랬다 캐야 되나 아 그런데 근데
난 옛날의 내가 솔직히 조금 더 좋긴 한데 근데 뭐 그래도 이게 약간 좋은 걸 떠나 가지고 이게,난 옛날의 내가 솔직히 쫌 더 좋긴 한데 근데 뭐 그래도 이게 약간 좋은 걸 떠나 가지고 이게
